#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALD1	MYL1	9606.ENSP00000354826	9606.ENSP00000307280	0	0	0	0	0.126	0	0	0.370	0.425
CALD1	TAGLN	9606.ENSP00000354826	9606.ENSP00000432282	0	0	0	0	0.203	0	0	0.712	0.761
CALD1	TPM3	9606.ENSP00000354826	9606.ENSP00000357516	0	0	0	0	0.065	0	0.600	0.413	0.761
CAPRIN1	NUFIP2	9606.ENSP00000340329	9606.ENSP00000225388	0	0	0	0	0.085	0.402	0	0.396	0.641
CIRBP	RBM25	9606.ENSP00000466897	9606.ENSP00000261973	0	0	0	0	0.088	0.403	0	0.248	0.555
COPA	RAB1B	9606.ENSP00000357048	9606.ENSP00000310226	0	0	0	0	0.087	0.077	0.600	0.126	0.666
CRIP2	TAGLN	9606.ENSP00000426119	9606.ENSP00000432282	0	0	0	0	0.088	0.167	0	0.284	0.408
CTNNB1	SERPINE1	9606.ENSP00000344456	9606.ENSP00000223095	0	0	0	0	0	0.056	0	0.476	0.484
CTNNB1	NONO	9606.ENSP00000344456	9606.ENSP00000276079	0	0	0	0	0.066	0.314	0	0.445	0.613
CTNNB1	YWHAG	9606.ENSP00000344456	9606.ENSP00000306330	0	0	0	0	0.085	0.058	0.900	0.230	0.924
CTNNB1	SOD2	9606.ENSP00000344456	9606.ENSP00000446252	0	0	0	0	0	0	0	0.403	0.403
CTNNB1	XRCC6	9606.ENSP00000344456	9606.ENSP00000352257	0	0	0	0	0	0.110	0	0.467	0.506
CTNNB1	S100A4	9606.ENSP00000344456	9606.ENSP00000357705	0	0	0	0	0	0	0	0.562	0.562
CTSD	SERPINE1	9606.ENSP00000236671	9606.ENSP00000223095	0	0	0	0	0	0	0	0.425	0.424
CTSD	LRP1	9606.ENSP00000236671	9606.ENSP00000243077	0	0	0	0	0.088	0	0	0.438	0.466
CTSD	NUCB1	9606.ENSP00000236671	9606.ENSP00000385923	0	0	0	0	0.693	0	0	0.107	0.714
DLST	OGDH	9606.ENSP00000335304	9606.ENSP00000222673	0.081	0	0.413	0	0.668	0.971	0.900	0.991	0.999
DLST	ACAA2	9606.ENSP00000335304	9606.ENSP00000285093	0.046	0	0	0	0.133	0	0.800	0.140	0.838
DLST	PRDX3	9606.ENSP00000335304	9606.ENSP00000298510	0	0	0	0	0.282	0.179	0	0.137	0.448
DLST	MDH2	9606.ENSP00000335304	9606.ENSP00000327070	0.068	0	0	0	0.522	0.214	0	0.731	0.893
DLST	SOD2	9606.ENSP00000335304	9606.ENSP00000446252	0.051	0	0	0	0.109	0.383	0	0.230	0.544
DLST	STOML2	9606.ENSP00000335304	9606.ENSP00000348886	0	0	0	0	0.204	0.271	0	0.340	0.583
FIS1	SOD2	9606.ENSP00000223136	9606.ENSP00000446252	0	0	0	0	0.065	0	0	0.582	0.592
GLS	MDH2	9606.ENSP00000317379	9606.ENSP00000327070	0.045	0	0	0	0	0.102	0	0.369	0.411
GPX1	PRDX3	9606.ENSP00000407375	9606.ENSP00000298510	0	0	0	0	0.062	0.185	0	0.706	0.756
GPX1	PRDX4	9606.ENSP00000407375	9606.ENSP00000368646	0	0	0	0	0.062	0.185	0	0.580	0.651
GPX1	SOD2	9606.ENSP00000407375	9606.ENSP00000446252	0	0	0	0	0.062	0.254	0.900	0.856	0.988
GRPEL1	SOD2	9606.ENSP00000264954	9606.ENSP00000446252	0	0	0	0	0.166	0.056	0	0.315	0.413
GRPEL1	RPL11	9606.ENSP00000264954	9606.ENSP00000363676	0	0	0	0	0.391	0	0	0.162	0.468
GRPEL1	MDH2	9606.ENSP00000264954	9606.ENSP00000327070	0.046	0	0	0	0.129	0.300	0	0.384	0.594
KLC1	NUFIP2	9606.ENSP00000414982	9606.ENSP00000225388	0	0	0	0	0	0	0	0.482	0.482
LRP1	SERPINE1	9606.ENSP00000243077	9606.ENSP00000223095	0	0	0	0	0.070	0.283	0.900	0.988	0.999
LRP1	CTSD	9606.ENSP00000243077	9606.ENSP00000236671	0	0	0	0	0.088	0	0	0.438	0.466
LRP1	APOA2	9606.ENSP00000243077	9606.ENSP00000356969	0	0	0	0	0	0	0.900	0.162	0.912
MAP4	SEPT9	9606.ENSP00000353375	9606.ENSP00000391249	0	0	0	0	0	0.062	0	0.402	0.415
MARS	RPS16	9606.ENSP00000262027	9606.ENSP00000251453	0.043	0	0	0	0.413	0.194	0	0.188	0.583
MARS	RPL10A	9606.ENSP00000262027	9606.ENSP00000363018	0.058	0	0	0	0.198	0.143	0	0.209	0.419
MARS	RPL30	9606.ENSP00000262027	9606.ENSP00000428085	0	0	0	0	0.363	0.076	0	0.145	0.453
MARS	RPL8	9606.ENSP00000262027	9606.ENSP00000262584	0.050	0	0	0	0.317	0.138	0	0.208	0.498
MARS	AK1	9606.ENSP00000262027	9606.ENSP00000362271	0	0	0	0	0.072	0.166	0	0.454	0.540
MARS	RPL11	9606.ENSP00000262027	9606.ENSP00000363676	0.073	0	0	0	0.355	0.231	0	0.347	0.659
MDH2	OGDH	9606.ENSP00000327070	9606.ENSP00000222673	0.070	0	0	0	0.208	0.160	0	0.835	0.884
MDH2	GRPEL1	9606.ENSP00000327070	9606.ENSP00000264954	0.046	0	0	0	0.129	0.300	0	0.384	0.594
MDH2	ACAA2	9606.ENSP00000327070	9606.ENSP00000285093	0	0	0	0	0.251	0.142	0	0.698	0.789
MDH2	PRDX3	9606.ENSP00000327070	9606.ENSP00000298510	0.051	0	0	0	0.253	0.135	0	0.317	0.526
MDH2	GLS	9606.ENSP00000327070	9606.ENSP00000317379	0.045	0	0	0	0	0.102	0	0.369	0.411
MDH2	TALDO1	9606.ENSP00000327070	9606.ENSP00000321259	0.046	0	0	0	0.083	0	0	0.665	0.681
MDH2	SOD2	9606.ENSP00000327070	9606.ENSP00000446252	0.050	0	0	0	0.166	0	0	0.312	0.407
MDH2	UCHL3	9606.ENSP00000327070	9606.ENSP00000366819	0	0	0	0	0.065	0.270	0	0.254	0.446
MDH2	ATP5J	9606.ENSP00000327070	9606.ENSP00000389649	0	0	0	0	0.200	0.117	0	0.353	0.504
MDH2	DLST	9606.ENSP00000327070	9606.ENSP00000335304	0.068	0	0	0	0.522	0.214	0	0.731	0.893
MYL1	CALD1	9606.ENSP00000307280	9606.ENSP00000354826	0	0	0	0	0.126	0	0	0.370	0.425
MYL1	AK1	9606.ENSP00000307280	9606.ENSP00000362271	0	0	0	0	0.463	0	0	0.291	0.602
MYL1	TPM3	9606.ENSP00000307280	9606.ENSP00000357516	0	0	0	0	0.400	0.111	0.600	0.453	0.867
NEDD8	PSMD8	9606.ENSP00000250495	9606.ENSP00000215071	0	0	0	0	0.293	0.253	0.600	0.334	0.840
NEDD8	PHPT1	9606.ENSP00000250495	9606.ENSP00000247665	0	0	0	0	0.783	0.788	0	0	0.952
NEDD8	ATP5J	9606.ENSP00000250495	9606.ENSP00000389649	0	0	0	0	0.393	0	0	0.090	0.424
NEDD8	YWHAG	9606.ENSP00000250495	9606.ENSP00000306330	0	0	0	0	0.082	0.355	0	0.109	0.427
NEDD8	XRCC5	9606.ENSP00000250495	9606.ENSP00000375978	0	0	0	0	0.094	0	0	0.398	0.431
NEDD8	PFDN4	9606.ENSP00000250495	9606.ENSP00000360473	0	0	0	0	0.474	0	0	0	0.474
NEDD8	RPL10A	9606.ENSP00000250495	9606.ENSP00000363018	0	0	0	0	0.184	0.434	0	0.068	0.532
NEDD8	RPS16	9606.ENSP00000250495	9606.ENSP00000251453	0	0	0	0	0.236	0.443	0	0.048	0.560
NEDD8	RPL8	9606.ENSP00000250495	9606.ENSP00000262584	0	0	0	0	0.229	0.449	0	0.072	0.571
NEDD8	RPL30	9606.ENSP00000250495	9606.ENSP00000428085	0	0	0	0	0.287	0.488	0	0	0.619
NEDD8	RPS26	9606.ENSP00000250495	9606.ENSP00000348849	0	0	0	0	0.223	0.487	0	0.146	0.630
NEDD8	RPL11	9606.ENSP00000250495	9606.ENSP00000363676	0	0	0	0	0.232	0.711	0	0.414	0.858
NEDD8	UCHL3	9606.ENSP00000250495	9606.ENSP00000366819	0	0	0	0	0.162	0.747	0.600	0.854	0.986
NONO	TRIM28	9606.ENSP00000276079	9606.ENSP00000253024	0	0	0	0	0.315	0.118	0	0.135	0.432
NONO	SRSF7	9606.ENSP00000276079	9606.ENSP00000325905	0	0	0	0	0.306	0	0	0.170	0.400
NONO	XRCC5	9606.ENSP00000276079	9606.ENSP00000375978	0	0	0	0	0.229	0	0	0.413	0.528
NONO	XRCC6	9606.ENSP00000276079	9606.ENSP00000352257	0	0	0	0	0.257	0	0	0.392	0.528
NONO	CTNNB1	9606.ENSP00000276079	9606.ENSP00000344456	0	0	0	0	0.066	0.314	0	0.445	0.613
NONO	SFPQ	9606.ENSP00000276079	9606.ENSP00000349748	0	0	0	0.949	0.856	0.894	0.900	0.988	0.998
NUCB1	CTSD	9606.ENSP00000385923	9606.ENSP00000236671	0	0	0	0	0.693	0	0	0.107	0.714
NUFIP2	KLC1	9606.ENSP00000225388	9606.ENSP00000414982	0	0	0	0	0	0	0	0.482	0.482
NUFIP2	CAPRIN1	9606.ENSP00000225388	9606.ENSP00000340329	0	0	0	0	0.085	0.402	0	0.396	0.641
NUFIP2	RPL30	9606.ENSP00000225388	9606.ENSP00000428085	0	0	0	0	0.046	0	0.720	0	0.721
NUFIP2	RPS26	9606.ENSP00000225388	9606.ENSP00000348849	0	0	0	0	0.053	0	0.720	0	0.723
NUFIP2	RPL8	9606.ENSP00000225388	9606.ENSP00000262584	0	0	0	0	0.077	0	0.720	0	0.730
NUFIP2	RPL11	9606.ENSP00000225388	9606.ENSP00000363676	0	0	0	0	0.081	0	0.720	0	0.731
NUFIP2	RPL10A	9606.ENSP00000225388	9606.ENSP00000363018	0	0	0	0	0.083	0	0.720	0	0.732
OGDH	SOD2	9606.ENSP00000222673	9606.ENSP00000446252	0.072	0	0	0	0.073	0	0	0.382	0.422
OGDH	PRDX3	9606.ENSP00000222673	9606.ENSP00000298510	0	0	0	0	0.201	0.129	0	0.237	0.423
OGDH	TALDO1	9606.ENSP00000222673	9606.ENSP00000321259	0	0	0	0	0	0	0	0.548	0.548
OGDH	MDH2	9606.ENSP00000222673	9606.ENSP00000327070	0.070	0	0	0	0.208	0.160	0	0.835	0.884
OGDH	DLST	9606.ENSP00000222673	9606.ENSP00000335304	0.081	0	0.413	0	0.668	0.971	0.900	0.991	0.999
PFDN4	NEDD8	9606.ENSP00000360473	9606.ENSP00000250495	0	0	0	0	0.474	0	0	0	0.474
PHPT1	NEDD8	9606.ENSP00000247665	9606.ENSP00000250495	0	0	0	0	0.783	0.788	0	0	0.952
PRDX3	OGDH	9606.ENSP00000298510	9606.ENSP00000222673	0	0	0	0	0.201	0.129	0	0.237	0.423
PRDX3	ATP6V1A	9606.ENSP00000298510	9606.ENSP00000273398	0	0	0	0	0.121	0.537	0	0.142	0.620
PRDX3	ATP6V1B2	9606.ENSP00000298510	9606.ENSP00000276390	0	0	0	0	0.068	0.348	0	0.103	0.408
PRDX3	DLST	9606.ENSP00000298510	9606.ENSP00000335304	0	0	0	0	0.282	0.179	0	0.137	0.448
PRDX3	MDH2	9606.ENSP00000298510	9606.ENSP00000327070	0.051	0	0	0	0.253	0.135	0	0.317	0.526
PRDX3	STOML2	9606.ENSP00000298510	9606.ENSP00000348886	0.044	0	0	0	0.467	0	0	0.148	0.529
PRDX3	ATP5J	9606.ENSP00000298510	9606.ENSP00000389649	0	0	0	0	0.212	0.272	0	0.371	0.608
PRDX3	GPX1	9606.ENSP00000298510	9606.ENSP00000407375	0	0	0	0	0.062	0.185	0	0.706	0.756
PRDX3	SOD2	9606.ENSP00000298510	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.741	0.789
PRDX4	ATP6V1A	9606.ENSP00000368646	9606.ENSP00000273398	0	0	0	0	0.070	0.400	0	0	0.418
PRDX4	SOD2	9606.ENSP00000368646	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.541	0.625
PRDX4	GPX1	9606.ENSP00000368646	9606.ENSP00000407375	0	0	0	0	0.062	0.185	0	0.580	0.651
PSMD8	RPS16	9606.ENSP00000215071	9606.ENSP00000251453	0	0	0	0	0.468	0	0	0.144	0.525
PSMD8	RPL11	9606.ENSP00000215071	9606.ENSP00000363676	0	0	0	0	0.273	0	0	0.424	0.563
PSMD8	NEDD8	9606.ENSP00000215071	9606.ENSP00000250495	0	0	0	0	0.293	0.253	0.600	0.334	0.840
PTX3	SERPINE1	9606.ENSP00000295927	9606.ENSP00000223095	0	0	0	0	0.193	0	0	0.479	0.562
RAB1B	COPA	9606.ENSP00000310226	9606.ENSP00000357048	0	0	0	0	0.087	0.077	0.600	0.126	0.666
RAB1B	TRAPPC3	9606.ENSP00000310226	9606.ENSP00000480332	0	0	0	0	0.071	0.383	0.600	0.367	0.835
RBM25	SF3A1	9606.ENSP00000261973	9606.ENSP00000215793	0	0	0	0	0.569	0.941	0	0.682	0.991
RBM25	SFPQ	9606.ENSP00000261973	9606.ENSP00000349748	0	0	0	0	0.229	0	0	0.311	0.447
RBM25	CIRBP	9606.ENSP00000261973	9606.ENSP00000466897	0	0	0	0	0.088	0.403	0	0.248	0.555
RBM25	SRSF7	9606.ENSP00000261973	9606.ENSP00000325905	0	0	0	0	0.193	0.254	0	0.397	0.605
RPL10A	NUFIP2	9606.ENSP00000363018	9606.ENSP00000225388	0	0	0	0	0.083	0	0.720	0	0.732
RPL10A	NEDD8	9606.ENSP00000363018	9606.ENSP00000250495	0	0	0	0	0.184	0.434	0	0.068	0.532
RPL10A	RPS16	9606.ENSP00000363018	9606.ENSP00000251453	0.135	0	0	0	0.995	0.997	0	0.265	0.999
RPL10A	MARS	9606.ENSP00000363018	9606.ENSP00000262027	0.058	0	0	0	0.198	0.143	0	0.209	0.419
RPL10A	RPL8	9606.ENSP00000363018	9606.ENSP00000262584	0.167	0	0	0	0.999	0.996	0.900	0.714	0.999
RPL10A	RPS26	9606.ENSP00000363018	9606.ENSP00000348849	0	0	0	0	0.991	0.997	0.900	0.734	0.999
RPL10A	SOD2	9606.ENSP00000363018	9606.ENSP00000446252	0	0	0	0	0.122	0.341	0	0.063	0.410
RPL10A	UCHL3	9606.ENSP00000363018	9606.ENSP00000366819	0	0	0	0	0.068	0.270	0	0.230	0.430
RPL10A	RPL30	9606.ENSP00000363018	9606.ENSP00000428085	0	0	0	0	0.982	0.996	0.900	0.740	0.999
RPL10A	RPL11	9606.ENSP00000363018	9606.ENSP00000363676	0.219	0	0	0	0.997	0.996	0.900	0.720	0.999
RPL11	PSMD8	9606.ENSP00000363676	9606.ENSP00000215071	0	0	0	0	0.273	0	0	0.424	0.563
RPL11	NUFIP2	9606.ENSP00000363676	9606.ENSP00000225388	0	0	0	0	0.081	0	0.720	0	0.731
RPL11	NEDD8	9606.ENSP00000363676	9606.ENSP00000250495	0	0	0	0	0.232	0.711	0	0.414	0.858
RPL11	RPS16	9606.ENSP00000363676	9606.ENSP00000251453	0.185	0	0	0	0.997	0.996	0	0.556	0.999
RPL11	MARS	9606.ENSP00000363676	9606.ENSP00000262027	0.073	0	0	0	0.355	0.231	0	0.347	0.659
RPL11	RPL8	9606.ENSP00000363676	9606.ENSP00000262584	0.219	0	0	0	0.995	0.996	0.900	0.766	0.999
RPL11	GRPEL1	9606.ENSP00000363676	9606.ENSP00000264954	0	0	0	0	0.391	0	0	0.162	0.468
RPL11	RPS26	9606.ENSP00000363676	9606.ENSP00000348849	0	0	0	0	0.991	0.997	0.900	0.882	0.999
RPL11	RPL10A	9606.ENSP00000363676	9606.ENSP00000363018	0.219	0	0	0	0.997	0.996	0.900	0.720	0.999
RPL11	SOD2	9606.ENSP00000363676	9606.ENSP00000446252	0	0	0	0	0.273	0.611	0	0.107	0.725
RPL11	RPL30	9606.ENSP00000363676	9606.ENSP00000428085	0	0	0	0	0.995	0.996	0.900	0.671	0.999
RPL30	NUFIP2	9606.ENSP00000428085	9606.ENSP00000225388	0	0	0	0	0.046	0	0.720	0	0.721
RPL30	NEDD8	9606.ENSP00000428085	9606.ENSP00000250495	0	0	0	0	0.287	0.488	0	0	0.619
RPL30	RPS16	9606.ENSP00000428085	9606.ENSP00000251453	0.183	0	0	0	0.995	0.997	0	0.784	0.999
RPL30	MARS	9606.ENSP00000428085	9606.ENSP00000262027	0	0	0	0	0.363	0.076	0	0.145	0.453
RPL30	RPL8	9606.ENSP00000428085	9606.ENSP00000262584	0	0	0	0	0.993	0.996	0.900	0.759	0.999
RPL30	RPS26	9606.ENSP00000428085	9606.ENSP00000348849	0	0	0	0	0.990	0.997	0.900	0.789	0.999
RPL30	RPL10A	9606.ENSP00000428085	9606.ENSP00000363018	0	0	0	0	0.982	0.996	0.900	0.740	0.999
RPL30	RPL11	9606.ENSP00000428085	9606.ENSP00000363676	0	0	0	0	0.995	0.996	0.900	0.671	0.999
RPL8	NUFIP2	9606.ENSP00000262584	9606.ENSP00000225388	0	0	0	0	0.077	0	0.720	0	0.730
RPL8	NEDD8	9606.ENSP00000262584	9606.ENSP00000250495	0	0	0	0	0.229	0.449	0	0.072	0.571
RPL8	RPS16	9606.ENSP00000262584	9606.ENSP00000251453	0.135	0	0	0	0.995	0.996	0	0.762	0.999
RPL8	MARS	9606.ENSP00000262584	9606.ENSP00000262027	0.050	0	0	0	0.317	0.138	0	0.208	0.498
RPL8	SOD2	9606.ENSP00000262584	9606.ENSP00000446252	0	0	0	0	0.168	0.517	0	0.053	0.586
RPL8	RPL11	9606.ENSP00000262584	9606.ENSP00000363676	0.219	0	0	0	0.995	0.996	0.900	0.766	0.999
RPL8	RPL30	9606.ENSP00000262584	9606.ENSP00000428085	0	0	0	0	0.993	0.996	0.900	0.759	0.999
RPL8	RPL10A	9606.ENSP00000262584	9606.ENSP00000363018	0.167	0	0	0	0.999	0.996	0.900	0.714	0.999
RPL8	RPS26	9606.ENSP00000262584	9606.ENSP00000348849	0	0	0	0	0.992	0.996	0.900	0.634	0.999
RPS16	PSMD8	9606.ENSP00000251453	9606.ENSP00000215071	0	0	0	0	0.468	0	0	0.144	0.525
RPS16	NEDD8	9606.ENSP00000251453	9606.ENSP00000250495	0	0	0	0	0.236	0.443	0	0.048	0.560
RPS16	YWHAG	9606.ENSP00000251453	9606.ENSP00000306330	0	0	0	0	0.096	0.127	0	0.431	0.512
RPS16	MARS	9606.ENSP00000251453	9606.ENSP00000262027	0.043	0	0	0	0.413	0.194	0	0.188	0.583
RPS16	RPL10A	9606.ENSP00000251453	9606.ENSP00000363018	0.135	0	0	0	0.995	0.997	0	0.265	0.999
RPS16	RPS26	9606.ENSP00000251453	9606.ENSP00000348849	0	0	0	0	0.992	0.996	0.900	0.614	0.999
RPS16	RPL8	9606.ENSP00000251453	9606.ENSP00000262584	0.135	0	0	0	0.995	0.996	0	0.762	0.999
RPS16	RPL11	9606.ENSP00000251453	9606.ENSP00000363676	0.185	0	0	0	0.997	0.996	0	0.556	0.999
RPS16	RPL30	9606.ENSP00000251453	9606.ENSP00000428085	0.183	0	0	0	0.995	0.997	0	0.784	0.999
RPS26	NUFIP2	9606.ENSP00000348849	9606.ENSP00000225388	0	0	0	0	0.053	0	0.720	0	0.723
RPS26	NEDD8	9606.ENSP00000348849	9606.ENSP00000250495	0	0	0	0	0.223	0.487	0	0.146	0.630
RPS26	RPS16	9606.ENSP00000348849	9606.ENSP00000251453	0	0	0	0	0.992	0.996	0.900	0.614	0.999
RPS26	RPL8	9606.ENSP00000348849	9606.ENSP00000262584	0	0	0	0	0.992	0.996	0.900	0.634	0.999
RPS26	RPL10A	9606.ENSP00000348849	9606.ENSP00000363018	0	0	0	0	0.991	0.997	0.900	0.734	0.999
RPS26	RPL11	9606.ENSP00000348849	9606.ENSP00000363676	0	0	0	0	0.991	0.997	0.900	0.882	0.999
RPS26	RPL30	9606.ENSP00000348849	9606.ENSP00000428085	0	0	0	0	0.990	0.997	0.900	0.789	0.999
S100A4	SERPINE1	9606.ENSP00000357705	9606.ENSP00000223095	0	0	0	0	0.090	0	0	0.394	0.425
S100A4	CTNNB1	9606.ENSP00000357705	9606.ENSP00000344456	0	0	0	0	0	0	0	0.562	0.562
S100A4	TAGLN	9606.ENSP00000357705	9606.ENSP00000432282	0	0	0	0	0.065	0	0	0.457	0.470
SEPT9	MAP4	9606.ENSP00000391249	9606.ENSP00000353375	0	0	0	0	0	0.062	0	0.402	0.415
SERPINE1	CTSD	9606.ENSP00000223095	9606.ENSP00000236671	0	0	0	0	0	0	0	0.425	0.424
SERPINE1	S100A4	9606.ENSP00000223095	9606.ENSP00000357705	0	0	0	0	0.090	0	0	0.394	0.425
SERPINE1	TAGLN	9606.ENSP00000223095	9606.ENSP00000432282	0	0	0	0	0.109	0.102	0	0.406	0.484
SERPINE1	CTNNB1	9606.ENSP00000223095	9606.ENSP00000344456	0	0	0	0	0	0.056	0	0.476	0.484
SERPINE1	PTX3	9606.ENSP00000223095	9606.ENSP00000295927	0	0	0	0	0.193	0	0	0.479	0.562
SERPINE1	LRP1	9606.ENSP00000223095	9606.ENSP00000243077	0	0	0	0	0.070	0.283	0.900	0.988	0.999
SF3A1	SFPQ	9606.ENSP00000215793	9606.ENSP00000349748	0	0	0	0	0.231	0.154	0	0.205	0.437
SF3A1	SRSF7	9606.ENSP00000215793	9606.ENSP00000325905	0	0	0	0	0.184	0.156	0	0.396	0.547
SF3A1	RBM25	9606.ENSP00000215793	9606.ENSP00000261973	0	0	0	0	0.569	0.941	0	0.682	0.991
SFPQ	SF3A1	9606.ENSP00000349748	9606.ENSP00000215793	0	0	0	0	0.231	0.154	0	0.205	0.437
SFPQ	TRIM28	9606.ENSP00000349748	9606.ENSP00000253024	0	0	0	0	0.270	0.154	0	0.168	0.441
SFPQ	RBM25	9606.ENSP00000349748	9606.ENSP00000261973	0	0	0	0	0.229	0	0	0.311	0.447
SFPQ	NONO	9606.ENSP00000349748	9606.ENSP00000276079	0	0	0	0.949	0.856	0.894	0.900	0.988	0.998
SFPQ	SRSF7	9606.ENSP00000349748	9606.ENSP00000325905	0	0	0	0	0.440	0.186	0	0.460	0.732
SFPQ	XRCC6	9606.ENSP00000349748	9606.ENSP00000352257	0	0	0	0	0.289	0	0	0.262	0.453
SFPQ	XRCC5	9606.ENSP00000349748	9606.ENSP00000375978	0	0	0	0	0.270	0	0	0.321	0.483
SNX27	SNX6	9606.ENSP00000357836	9606.ENSP00000355217	0	0	0	0	0.051	0.386	0	0.852	0.907
SNX6	SNX27	9606.ENSP00000355217	9606.ENSP00000357836	0	0	0	0	0.051	0.386	0	0.852	0.907
SOD2	OGDH	9606.ENSP00000446252	9606.ENSP00000222673	0.072	0	0	0	0.073	0	0	0.382	0.422
SOD2	FIS1	9606.ENSP00000446252	9606.ENSP00000223136	0	0	0	0	0.065	0	0	0.582	0.592
SOD2	RPL8	9606.ENSP00000446252	9606.ENSP00000262584	0	0	0	0	0.168	0.517	0	0.053	0.586
SOD2	GRPEL1	9606.ENSP00000446252	9606.ENSP00000264954	0	0	0	0	0.166	0.056	0	0.315	0.413
SOD2	PRDX3	9606.ENSP00000446252	9606.ENSP00000298510	0.154	0	0	0	0.112	0	0	0.741	0.789
SOD2	MDH2	9606.ENSP00000446252	9606.ENSP00000327070	0.050	0	0	0	0.166	0	0	0.312	0.407
SOD2	DLST	9606.ENSP00000446252	9606.ENSP00000335304	0.051	0	0	0	0.109	0.383	0	0.230	0.544
SOD2	CTNNB1	9606.ENSP00000446252	9606.ENSP00000344456	0	0	0	0	0	0	0	0.403	0.403
SOD2	RPL10A	9606.ENSP00000446252	9606.ENSP00000363018	0	0	0	0	0.122	0.341	0	0.063	0.410
SOD2	RPL11	9606.ENSP00000446252	9606.ENSP00000363676	0	0	0	0	0.273	0.611	0	0.107	0.725
SOD2	PRDX4	9606.ENSP00000446252	9606.ENSP00000368646	0.154	0	0	0	0.112	0	0	0.541	0.625
SOD2	GPX1	9606.ENSP00000446252	9606.ENSP00000407375	0	0	0	0	0.062	0.254	0.900	0.856	0.988
SRSF7	SF3A1	9606.ENSP00000325905	9606.ENSP00000215793	0	0	0	0	0.184	0.156	0	0.396	0.547
SRSF7	RBM25	9606.ENSP00000325905	9606.ENSP00000261973	0	0	0	0	0.193	0.254	0	0.397	0.605
SRSF7	NONO	9606.ENSP00000325905	9606.ENSP00000276079	0	0	0	0	0.306	0	0	0.170	0.400
SRSF7	SFPQ	9606.ENSP00000325905	9606.ENSP00000349748	0	0	0	0	0.440	0.186	0	0.460	0.732
STOML2	PRDX3	9606.ENSP00000348886	9606.ENSP00000298510	0.044	0	0	0	0.467	0	0	0.148	0.529
STOML2	DLST	9606.ENSP00000348886	9606.ENSP00000335304	0	0	0	0	0.204	0.271	0	0.340	0.583
TAGLN	SERPINE1	9606.ENSP00000432282	9606.ENSP00000223095	0	0	0	0	0.109	0.102	0	0.406	0.484
