#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0034613	Cellular protein localization	20	1610	0.53	0.0012	9606.ENSP00000223136,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000391249,9606.ENSP00000428085	FIS1,RPS16,RPL8,GRPEL1,YWHAG,RAB1B,SRSF7,CTNNB1,RPS26,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,BAG6,TMSB4X,XRCC5,SEPT9,RPL30
GO Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6	96	1.23	0.0020	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:0006886	Intracellular protein transport	15	999	0.61	0.0024	9606.ENSP00000223136,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,RPS16,RPL8,GRPEL1,YWHAG,RAB1B,SRSF7,RPS26,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,RPL30
GO Process	GO:0045184	Establishment of protein localization	19	1564	0.52	0.0024	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000428085	FIS1,LRP1,RPS16,RPL8,GRPEL1,ATP6V1A,ATP6V1B2,YWHAG,RAB1B,SRSF7,RPS26,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,BAG6,RPL30
GO Process	GO:2001233	Regulation of apoptotic signaling pathway	10	409	0.82	0.0024	9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000306330,9606.ENSP00000344456,9606.ENSP00000349748,9606.ENSP00000363676,9606.ENSP00000407375,9606.ENSP00000446252	SERPINE1,FIS1,NONO,ACAA2,YWHAG,CTNNB1,SFPQ,RPL11,GPX1,SOD2
GO Process	GO:1901575	Organic substance catabolic process	20	1750	0.49	0.0026	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000285093,9606.ENSP00000306015,9606.ENSP00000317379,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000407375,9606.ENSP00000428085	PSMD8,OGDH,CTSD,LRP1,NEDD8,RPS16,RPL8,ACAA2,SYNPO2,GLS,DLST,CTNNB1,RPS26,APOA2,RPL10A,RPL11,BAG6,UCHL3,GPX1,RPL30
GO Process	GO:0015031	Protein transport	18	1486	0.52	0.0031	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,LRP1,RPS16,RPL8,GRPEL1,ATP6V1A,ATP6V1B2,YWHAG,RAB1B,SRSF7,RPS26,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,RPL30
GO Process	GO:0016032	Viral process	13	776	0.66	0.0031	9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000310226,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000414982,9606.ENSP00000428085	RPS16,TRIM28,RPL8,RAB1B,CTNNB1,RPS26,XRCC6,APOA2,RPL10A,RPL11,XRCC5,KLC1,RPL30
GO Process	GO:0019083	Viral transcription	6	115	1.15	0.0031	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:1902175	Regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	4	27	1.6	0.0031	9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000407375,9606.ENSP00000446252	NONO,SFPQ,GPX1,SOD2
GO Process	GO:0000184	Nuclear-transcribed mrna catabolic process, nonsense-mediated decay	6	119	1.14	0.0034	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:1903201	Regulation of oxidative stress-induced cell death	5	67	1.31	0.0034	9606.ENSP00000276079,9606.ENSP00000344456,9606.ENSP00000349748,9606.ENSP00000407375,9606.ENSP00000446252	NONO,CTNNB1,SFPQ,GPX1,SOD2
GO Process	GO:0006605	Protein targeting	9	356	0.84	0.0035	9606.ENSP00000223136,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000306330,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,RPS16,RPL8,GRPEL1,YWHAG,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:0046907	Intracellular transport	18	1520	0.51	0.0035	9606.ENSP00000223136,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000389649,9606.ENSP00000428085,9606.ENSP00000480332	FIS1,RPS16,RPL8,GRPEL1,YWHAG,RAB1B,SRSF7,RPS26,STOML2,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,ATP5J,RPL30,TRAPPC3
GO Process	GO:0002181	Cytoplasmic translation	5	72	1.28	0.0040	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPL8,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:0006413	Translational initiation	6	141	1.06	0.0062	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:0033043	Regulation of organelle organization	16	1306	0.52	0.0066	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000285093,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000344456,9606.ENSP00000349748,9606.ENSP00000353375,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000407375	FIS1,LRP1,PHPT1,TRIM28,ACAA2,SYNPO2,YWHAG,RAB1B,CTNNB1,SFPQ,MAP4,TMSB4X,XRCC5,ARPC1B,SEPT9,GPX1
GO Process	GO:0010605	Negative regulation of macromolecule metabolic process	25	2875	0.37	0.0069	9606.ENSP00000223095,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000306330,9606.ENSP00000325905,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466897	SERPINE1,LRP1,RPS16,TRIM28,RPL8,NONO,PTX3,PRDX3,YWHAG,SRSF7,CAPRIN1,CTNNB1,RPS26,SFPQ,XRCC6,SNX6,APOA2,RPL10A,RPL11,BAG6,TMSB4X,XRCC5,GPX1,RPL30,CIRBP
GO Process	GO:0071705	Nitrogen compound transport	19	1823	0.45	0.0083	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,LRP1,RPS16,RPL8,GRPEL1,ATP6V1A,ATP6V1B2,YWHAG,RAB1B,GLS,SRSF7,RPS26,SFPQ,SNX6,COPA,SNX27,RPL10A,RPL11,RPL30
GO Process	GO:0018158	Protein oxidation	3	13	1.8	0.0084	9606.ENSP00000298510,9606.ENSP00000356969,9606.ENSP00000407375	PRDX3,APOA2,GPX1
GO Process	GO:0016071	mRNA metabolic process	11	678	0.64	0.0114	9606.ENSP00000215793,9606.ENSP00000251453,9606.ENSP00000261973,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	SF3A1,RPS16,RBM25,RPL8,NONO,SRSF7,RPS26,SFPQ,RPL10A,RPL11,RPL30
GO Process	GO:1903202	Negative regulation of oxidative stress-induced cell death	4	47	1.36	0.0114	9606.ENSP00000276079,9606.ENSP00000344456,9606.ENSP00000407375,9606.ENSP00000446252	NONO,CTNNB1,GPX1,SOD2
GO Process	GO:2001242	Regulation of intrinsic apoptotic signaling pathway	6	164	1.0	0.0114	9606.ENSP00000223136,9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000363676,9606.ENSP00000407375,9606.ENSP00000446252	FIS1,NONO,SFPQ,RPL11,GPX1,SOD2
GO Process	GO:0019538	Protein metabolic process	31	4251	0.3	0.0120	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000385923,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,OGDH,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,MARS,RPL8,PRDX3,PPIC,SYNPO2,RAB1B,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,APOA2,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,NUCB1,GPX1,RPL30,PRKCSH
GO Process	GO:0044419	Interspecies interaction between organisms	19	1899	0.43	0.0120	9606.ENSP00000223095,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000310226,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085	SERPINE1,RPS16,TRIM28,RPL8,NONO,PTX3,PRDX3,RAB1B,CTNNB1,RPS26,SFPQ,XRCC6,APOA2,RPL10A,RPL11,XRCC5,GPX1,KLC1,RPL30
GO Process	GO:0006996	Organelle organization	27	3450	0.33	0.0140	9606.ENSP00000223136,9606.ENSP00000253024,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000344456,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000414982,9606.ENSP00000446252,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	FIS1,TRIM28,GRPEL1,ATP6V1A,ATP6V1B2,ACAA2,PRDX3,SYNPO2,YWHAG,RAB1B,CTNNB1,STOML2,SFPQ,XRCC6,MAP4,TPM3,RPL11,BAG6,TMSB4X,XRCC5,ARPC1B,ATP5J,KLC1,SOD2,CIRBP,TRAPPC3,PDLIM5
GO Process	GO:0009987	Cellular process	68	15024	0.09	0.0152	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,SF3A1,OGDH,SERPINE1,FIS1,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,KLC1,RPL30,TAGLN,SOD2,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Process	GO:0043687	Post-translational protein modification	8	360	0.78	0.0152	9606.ENSP00000215071,9606.ENSP00000250495,9606.ENSP00000310226,9606.ENSP00000356969,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000385923,9606.ENSP00000466134	PSMD8,NEDD8,RAB1B,APOA2,UCHL3,CKAP4,NUCB1,PRKCSH
GO Process	GO:0097237	Cellular response to toxic substance	5	109	1.1	0.0153	9606.ENSP00000223136,9606.ENSP00000298510,9606.ENSP00000368646,9606.ENSP00000407375,9606.ENSP00000446252	FIS1,PRDX3,PRDX4,GPX1,SOD2
