category,BackgroundGeneCount,ProteinCount,ProteinNames,FDR,Description,Strength
COMPARTMENTS,28,3,"Q7Z417,P62854,P62888",0.002,Polysomal ribosome,1.0308876871597357
COMPARTMENTS,120,4,"P05976,P06753,Q8WX93,Q96HC4",0.0046,Sarcomere,0.676992034210321
COMPARTMENTS,13853,29,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",0.0061,Cellular anatomical entity,0.37325315150435656
COMPARTMENTS,4636,17,"Q02790,P14174,Q7Z417,P63208,P31949,P37837,P62854,Q07065,P62328,Q16181,P17096,Q8WX93,P62888,P05787,Q9Y5S9,Q14011,Q99879",0.0073,Nucleus,0.41056035024584964
COMPARTMENTS,490,6,"P05976,P27816,P06753,Q8WX93,P05787,Q96HC4",0.0081,Supramolecular fiber,0.5230000162630689
COMPARTMENTS,59,3,"Q7Z417,Q9UN86,Q14011",0.01,Cytoplasmic stress granule,0.7729577593262391
COMPARTMENTS,63,3,"P06753,Q8WX93,Q96HC4",0.0111,Actin filament,0.7563036235207975
COMPARTMENTS,330,5,"P27816,P06753,Q8WX93,P05787,Q96HC4",0.0111,Polymeric cytoskeletal fiber,0.5495879659065389
COMPARTMENTS,5142,17,"Q7Z417,P63208,P56192,P49023,P05976,O94925,P62854,P27816,P06753,P60903,Q16181,O15143,P17096,P62888,Q9Y5S9,Q99879,Q96HC4",0.0204,Protein-containing complex,0.403114600311241
COMPARTMENTS,255,4,"Q99439,P49023,O15143,Q8WX93",0.045,Focal adhesion,0.5541759072010262
GO Biological Process,592,8,"Q99439,P05976,P06753,P62328,O15143,Q8WX93,P05787,Q96HC4",0.023,Actin filament-based process,0.5349788656299158
GO Biological Process,516,7,"Q99439,P06753,P62328,O15143,Q8WX93,P05787,Q96HC4",0.049,Actin cytoskeleton organization,0.535460134835677
GO Biological Process,971,9,"Q02790,P49023,Q9UN86,P27816,P60903,P62328,Q16181,O15143,Q96HC4",0.049,Regulation of cellular component biogenesis,0.4918893059828817
GO Cellular Component,65,6,"Q99439,P49023,P06753,Q16181,Q8WX93,Q96HC4",7.19e-07,Stress fiber,0.9664047683484924
GO Cellular Component,5193,24,"Q02790,P14174,Q7Z417,P63208,P56192,P49023,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,P05787,Q9Y5S9,Q99879,Q96HC4",7.19e-07,Cytosol,0.42822736362820496
GO Cellular Component,4880,22,"Q02790,Q7Z417,P63208,P56192,Q99439,P49023,P05976,P62854,Q9UN86,P27816,P06753,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,P05787,Q14011,Q99879,Q96HC4",3.67e-06,Intracellular non-membrane-bounded organelle,0.42625779724480123
GO Cellular Component,1261,12,"Q02790,Q7Z417,P05976,Q9UN86,P27816,P06753,Q07065,Q16181,Q8WX93,P05787,Q14011,Q96HC4",2.1e-05,Supramolecular complex,0.49467364101430483
GO Cellular Component,11428,29,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",3.24e-05,Cytoplasm,0.38527134853037537
GO Cellular Component,477,8,"Q99439,P49023,P05976,P06753,Q16181,O15143,Q8WX93,Q96HC4",6.14e-05,Actin cytoskeleton,0.5632440267570317
GO Cellular Component,2099,14,"Q02790,P14174,P56192,P31949,P37837,P62854,P06753,P60903,Q07065,Q16181,O15143,P62888,P05787,Q99879",6.85e-05,Extracellular exosome,0.45958302705891413
GO Cellular Component,2221,14,"Q02790,P63208,Q99439,P49023,P05976,P27816,P06753,Q07065,P62328,Q16181,O15143,Q8WX93,P05787,Q96HC4",0.00011,Cytoskeleton,0.4544583797269885
GO Cellular Component,5073,20,"Q02790,Q7Z417,P63208,P56192,P49023,P05976,P62854,Q9UN86,P27816,P06753,P60903,Q16181,O15143,P17096,P62888,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",0.00017,Protein-containing complex,0.4159325687924082
GO Cellular Component,820,9,"Q99439,P49023,P31949,O15143,P17096,Q8WX93,P62888,P05787,Q96HC4",0.00021,Anchoring junction,0.5103154285681698
GO Cellular Component,207,5,"P05976,P06753,Q8WX93,P05787,Q96HC4",0.0014,Sarcomere,0.6184286769402455
GO Cellular Component,32,3,"Q7Z417,P62854,P62888",0.0017,Polysomal ribosome,0.9727345202606779
GO Cellular Component,405,6,"Q99439,P49023,O15143,P17096,Q8WX93,P62888",0.0022,Focal adhesion,0.5466557649944814
GO Cellular Component,3879,16,"Q02790,P14174,P56192,Q99439,P31949,P37837,P62854,P06753,P60903,Q07065,P62328,Q16181,O15143,P62888,P05787,Q99879",0.0022,Vesicle,0.4193574040910751
GO Cellular Component,12528,28,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",0.003,Intracellular organelle,0.3772553200094579
GO Cellular Component,4166,16,"Q02790,P14174,P56192,Q99439,P31949,P37837,P62854,P06753,P60903,Q07065,P62328,Q16181,O15143,P62888,P05787,Q99879",0.0045,Extracellular region,0.4139757753200664
GO Cellular Component,2075,11,"Q99439,P49023,P31949,O94925,P27816,O15143,P17096,Q8WX93,P62888,P05787,Q96HC4",0.0068,Cell junction,0.4394394409457357
GO Cellular Component,73,3,"Q7Z417,Q9UN86,Q14011",0.0108,Cytoplasmic stress granule,0.721395267981674
GO Cellular Component,231,4,"Q7Z417,Q9UN86,Q07065,Q14011",0.0195,Cytoplasmic ribonucleoprotein granule,0.5676809079782985
GO Cellular Component,939,7,"Q02790,P05976,P27816,P06753,Q8WX93,P05787,Q96HC4",0.0195,Supramolecular fiber,0.47002010766778035
GO Cellular Component,677,6,"Q7Z417,P62854,Q9UN86,P62888,Q9Y5S9,Q14011",0.0204,Ribonucleoprotein complex,0.48722533698601866
GO Cellular Component,101,3,"P06753,Q8WX93,Q96HC4",0.022,Actin filament,0.6547926055826581
GO Cellular Component,705,6,"Q02790,P27816,P06753,Q8WX93,P05787,Q96HC4",0.0232,Polymeric cytoskeletal fiber,0.48308271701136457
GO Cellular Component,490,5,"Q99439,P49023,P31949,P05787,Q96HC4",0.0316,Cell-cell junction,0.5022028939879833
GO Cellular Component,131,3,"Q8WX93,P05787,Q96HC4",0.0426,Z disc,0.6096999453350703
GO Biological Function,973,10,"Q02790,Q99439,P49023,P27816,P06753,P62328,O15143,Q8WX93,Q01995,Q96HC4",0.0026,Cytoskeletal protein binding,0.5029893056149249
GO Biological Function,438,7,"Q99439,P06753,P62328,O15143,Q8WX93,Q01995,Q96HC4",0.0049,Actin binding,0.5566759988354317
GO Biological Function,1649,11,"Q02790,Q7Z417,P56192,P62854,Q9UN86,P27816,Q07065,P62328,P62888,Q9Y5S9,Q14011",0.0123,RNA binding,0.45959494682916263
GO Biological Function,538,7,"Q99439,P49023,P31949,P62854,Q16181,Q8WX93,Q96HC4",0.0123,Cell adhesion molecule binding,0.5303111999252447
GO Biological Function,635,7,"P05976,P62854,P27816,Q16181,O15143,P17096,P62888",0.0211,Structural molecule activity,0.5108095772505655
GO Biological Function,12516,28,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,O15143,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",0.0223,Binding,0.37731456216209674
GO Biological Function,289,5,"P62854,Q9UN86,P62888,Q9Y5S9,Q14011",0.03,mRNA binding,0.5675598118346507
GO Biological Function,51,3,"P31949,Q8WX93,Q96HC4",0.03,Cell-cell adhesion mediator activity,0.8127108487924986
GO Biological Function,334,5,"Q99439,P31949,P62854,Q16181,Q96HC4",0.0411,Cadherin binding,0.5480120291727909
TISSUES,2645,22,"Q02790,P14174,P63208,P56192,P49023,P31949,O94925,P37837,P62854,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q96HC4",9.23e-11,Digestive gland,0.4807683072435921
TISSUES,1882,19,"Q02790,P14174,P63208,P56192,P31949,P37837,P62854,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,P62888,Q01995,P05787,Q14011,Q96HC4",3.8e-10,Liver,0.5010353850792739
TISSUES,5020,26,"Q02790,P14174,P63208,P56192,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",4.53e-10,Viscus,0.4374967301434394
TISSUES,2593,19,"Q02790,P14174,Q7Z417,P63208,Q99439,P49023,P31949,P37837,P62854,P06753,Q07065,Q16181,P17096,Q8WX93,P62888,Q01995,P05787,Q14011,Q96HC4",5.54e-08,Internal female genital organ,0.4683731244838661
TISSUES,5799,25,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,O94925,P37837,P62854,Q9UN86,P27816,P06753,Q07065,P62328,Q16181,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q96HC4",1.53e-07,Female reproductive system,0.42275895792106555
TISSUES,6036,25,"Q02790,P14174,P63208,P56192,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q96HC4",3.25e-07,Endocrine gland,0.41967253228398527
TISSUES,2239,16,"Q02790,Q7Z417,Q99439,P49023,P31949,O94925,P62854,P27816,P06753,Q07065,P17096,Q8WX93,P62888,P05787,Q14011,Q96HC4",2.66e-06,Organism form,0.46599731506785186
TISSUES,1162,12,"P14174,P63208,P31949,P37837,P06753,Q07065,P62328,Q16181,P17096,Q01995,P05787,Q14011",7.01e-06,Lung,0.503518110745665
TISSUES,2132,15,"Q02790,Q7Z417,Q99439,P49023,P31949,O94925,P62854,P27816,Q07065,P17096,Q8WX93,P62888,P05787,Q14011,Q96HC4",1.03e-05,Embryonic structure,0.4645335721974124
TISSUES,2543,16,"Q02790,P14174,P63208,P56192,Q99439,P62854,P27816,P06753,P62328,Q16181,P17096,P62888,Q01995,Q9Y5S9,Q14011,Q96HC4",1.26e-05,Hematopoietic system,0.45429200554771504
TISSUES,1675,13,"Q02790,P14174,P63208,P56192,Q99439,P27816,P06753,P62328,P17096,P62888,Q01995,Q9Y5S9,Q96HC4",3.4e-05,Blood,0.47391737459225725
TISSUES,1020,10,"Q02790,P14174,P63208,Q99439,P06753,Q16181,P17096,Q01995,P05787,Q14011",0.00015,Uterus,0.49785891497952955
TISSUES,446,7,"P62854,P06753,P62328,P17096,P62888,Q01995,P05787",0.00038,Prostate gland,0.5542506589966605
TISSUES,1176,10,"Q02790,Q99439,P49023,P31949,P17096,Q8WX93,P62888,P05787,Q14011,Q96HC4",0.00047,Placenta,0.48299651305474284
TISSUES,1069,9,"P14174,P63208,P31949,P06753,P60903,P62328,P17096,P05787,Q96HC4",0.0016,Skin,0.4819889883056347
TISSUES,1098,9,"P49023,P37837,P62854,P06753,P62328,Q16181,P17096,P62888,Q9Y5S9",0.0018,Blood cancer cell,0.4793034767991645
TISSUES,252,5,"Q02790,P56192,P62328,P17096,Q14011",0.003,Thymus,0.587395133720256
TISSUES,1865,11,"P63208,P56192,P31949,P62328,Q16181,P17096,P62888,Q01995,P05787,Q9Y5S9,Q99879",0.0034,Alimentary canal,0.44857388585292396
TISSUES,949,8,"P49023,P37837,P62854,P62328,Q16181,P17096,P62888,Q9Y5S9",0.0041,Leukemia cell,0.48211887959097127
TISSUES,12619,28,"Q02790,P14174,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,Q8WX93,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879,Q96HC4",0.0041,Whole body,0.37680850527819265
TISSUES,695,7,"Q99439,P27816,P06753,P62328,Q8WX93,Q01995,Q96HC4",0.0042,Heart,0.5007792714942104
TISSUES,985,8,"P56192,P05976,P27816,P06753,P17096,Q01995,Q9Y5S9,Q96HC4",0.0049,Muscle,0.4783894174074759
TISSUES,1005,8,"Q99439,P27816,P06753,P62328,Q16181,Q8WX93,Q01995,Q96HC4",0.0055,Cardiovascular system,0.4763998483057901
TISSUES,2505,12,"P63208,P56192,P49023,P62854,P06753,P62328,Q16181,P17096,P62888,Q01995,P05787,Q9Y5S9",0.0081,Male reproductive gland,0.43110370386217717
TISSUES,5462,18,"P14174,Q7Z417,P63208,P56192,P49023,O94925,P37837,P62854,Q9UN86,P27816,P06753,P60903,P62328,Q16181,P17096,Q8WX93,Q9Y5S9,Q14011",0.0082,Brain,0.4028878695163406
TISSUES,185,4,"P31949,P06753,P60903,P05787",0.0101,Epidermal cell,0.6005599367143194
TISSUES,595,6,"Q02790,P56192,P62328,P17096,P62888,Q14011",0.0115,Thorax,0.500909974261534
TISSUES,2229,11,"P63208,P56192,P49023,P62854,P06753,P62328,Q16181,P17096,P62888,Q01995,P05787",0.0115,Internal male genital organ,0.43351629190202806
TISSUES,391,5,"P14174,Q99439,P27816,P06753,Q96HC4",0.0131,Blood plasma,0.5282040485962388
TISSUES,1970,10,"P14174,P63208,P31949,P62854,P06753,P60903,P62328,P17096,P05787,Q96HC4",0.0174,Integument,0.4358310236894936
TISSUES,99,3,"P31949,P06753,P60903",0.0216,Keratinocyte,0.6585381373201477
TISSUES,524,5,"Q02790,P56192,P31949,P27816,P06753",0.0429,Adenocarcinoma cell,0.4949607348091494
Uniprot Keywords,3341,20,"Q02790,P14174,Q99439,P49023,P31949,P05976,O94925,P37837,P27816,P06753,P60903,Q07065,P62328,Q16181,P17096,P62888,Q01995,P05787,Q9Y5S9,Q99879",6.38e-07,Acetylation,0.44987342092028243
Uniprot Keywords,5028,20,"Q02790,P14174,Q7Z417,P56192,P49023,P31949,O94925,P37837,P62854,Q9UN86,P27816,P06753,Q07065,P62328,Q16181,O15143,Q01995,P05787,Q9Y5S9,Q14011",0.00044,Cytoplasm,0.41660308724651635
Uniprot Keywords,1706,12,"Q02790,Q7Z417,P63208,Q9UN86,P27816,P60903,P62328,P17096,P62888,P05787,Q9Y5S9,Q99879",0.00056,Isopeptide bond,0.4645115971479131
Uniprot Keywords,8057,24,"Q02790,Q7Z417,P63208,P56192,Q99439,P49023,P31949,P05976,O94925,P37837,P62854,Q9UN86,P27816,P06753,Q07065,P62328,Q16181,P17096,P62888,Q01995,P05787,Q9Y5S9,Q14011,Q99879",0.00094,Phosphoprotein,0.3958885984190331
Uniprot Keywords,265,5,"Q99439,P06753,P62328,O15143,Q01995",0.0059,Actin-binding,0.5799532648324185
Uniprot Keywords,962,8,"Q02790,Q7Z417,P05976,Q9UN86,P17096,Q01995,P05787,Q99879",0.0067,Methylation,0.4807493339766985
Uniprot Keywords,2383,12,"Q02790,Q7Z417,P63208,Q9UN86,P27816,P60903,P62328,P17096,P62888,P05787,Q9Y5S9,Q99879",0.0073,Ubl conjugation,0.4351716528535831
Uniprot Keywords,62,3,"P05976,P06753,Q01995",0.0101,Muscle protein,0.7602993371237754
Uniprot Keywords,1215,8,"Q02790,P49023,P27816,P06753,Q07065,P62328,Q16181,O15143",0.0223,Cytoskeleton,0.4584028539391613
PMID,36,5,"Q99439,P31949,Q8WX93,P62888,Q01995",0.0145,(2022) Analysis of senescence-responsive stress fiber proteome reveals reorganization of stress fibers mediated by elongation factor eEF2 in HFF-1 cells.,1.1664072431120378
