category,BackgroundGeneCount,ProteinCount,ProteinNames,FDR,Description,Strength
GO Cellular Component,2099,16,"Q02790,P60228,P12955,P31949,P21399,P80723,P67936,P60903,P67809,Q07065,P05556,Q16181,P62888,P09104,P05787,Q99879",0.00067,Extracellular exosome,0.47209910526265847
GO Cellular Component,1261,12,"Q02790,Q7Z417,P24844,P05976,P67936,Q9UN86,Q14203,P67809,Q07065,Q16181,Q14157,P05787",0.0013,Supramolecular complex,0.4945651961403092
GO Cellular Component,65,4,"P49023,P24844,P67936,Q16181",0.0025,Stress fiber,0.8212986092269948
GO Cellular Component,4880,23,"Q02790,Q7Z417,Q07954,P49023,P24844,P05976,P80723,Q969G3,P67936,Q9UN86,Q14203,P67809,Q07065,P62328,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,P05787,Q99879",0.0025,Intracellular non-membrane-bounded organelle,0.42975984254822214
GO Cellular Component,73,4,"Q7Z417,Q9UN86,P67809,Q14157",0.0026,Cytoplasmic stress granule,0.7890967482247684
GO Cellular Component,820,9,"P16989,Q07954,P49023,P31949,P67936,P05556,P17096,P62888,P05787",0.0039,Anchoring junction,0.51015185674155
GO Cellular Component,11428,35,"Q02790,P60228,Q7Z417,P16989,Q07954,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q99613,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879",0.0073,Cytoplasm,0.39776611552510505
GO Cellular Component,3879,19,"Q02790,P60228,Q07954,P12955,P31949,P13667,P21399,P80723,P67936,P60903,P67809,Q07065,P62328,P05556,Q16181,P62888,P09104,P05787,Q99879",0.0077,Vesicle,0.4328670544204185
GO Cellular Component,3195,17,"Q02790,P60228,P12955,P31949,P13667,P21399,P80723,P67936,P60903,P67809,Q07065,P05556,Q16181,P62888,P09104,P05787,Q99879",0.0078,Extracellular space,0.43970387980578485
GO Cellular Component,231,5,"Q7Z417,Q9UN86,P67809,Q07065,Q14157",0.0101,Cytoplasmic ribonucleoprotein granule,0.6000175275122508
GO Cellular Component,405,6,"Q07954,P49023,P67936,P05556,P17096,P62888",0.0139,Focal adhesion,0.546306351325607
GO Cellular Component,4166,19,"Q02790,P60228,P12955,P31949,P13667,P21399,P80723,P67936,Q14203,P60903,P67809,Q07065,P62328,P05556,Q16181,P62888,P09104,P05787,Q99879",0.0154,Extracellular region,0.42713687725596844
GO Cellular Component,56,3,"P18621,P47914,P62888",0.0167,Cytosolic large ribosomal subunit,0.781950333685525
GO Cellular Component,14276,38,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",0.0273,Intracellular,0.38835654828060295
GO Cellular Component,13515,37,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q969G3,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",0.0273,Organelle,0.39020637272725456
GO Cellular Component,15,2,"P60228,Q99613",0.0341,Eukaryotic translation initiation factor 3 complex,1.1071867651350746
GO Cellular Component,15,2,"P24844,P05976",0.0341,Muscle myosin complex,1.1071867651350746
GO Cellular Component,15,2,"P60228,Q99613",0.0341,Eukaryotic 48S preinitiation complex,1.1071867651350746
GO Cellular Component,17,2,"P60228,Q99613",0.0385,Eukaryotic 43S preinitiation complex,1.0478418283887394
GO Cellular Component,207,4,"P24844,P05976,P67936,P05787",0.0449,Sarcomere,0.5827154895473522
GO Cellular Component,12528,35,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q969G3,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,P05787,Q9Y5S9,Q99879,Q7Z4V5",0.0449,Intracellular organelle,0.39155059426748656
GO Cellular Component,213,4,"Q7Z417,P18621,P47914,P62888",0.0474,Ribosome,0.5785517729207748
GO Cellular Component,789,7,"Q15459,P60228,Q7Z417,P80723,Q07065,Q92841,Q9Y5S9",0.0483,Nuclear body,0.48718008710744315
GO Biological Function,1649,21,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P13667,P21399,Q969G3,Q99613,Q9UN86,P67809,Q07065,P62328,Q86UP2,Q92841,Q14157,P18621,P47914,P62888,Q9Y5S9",2.66e-09,RNA binding,0.5276029603455781
GO Biological Function,3947,24,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P13667,P21399,P80723,Q969G3,Q99613,Q9UN86,P67809,Q07065,P62328,Q86UP2,Q92841,Q14157,P18621,P17096,P47914,P62888,Q9Y5S9,Q99879",7.08e-05,Nucleic acid binding,0.45120939638539687
GO Biological Function,12516,38,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879",0.0052,Binding,0.3971695070687305
GO Biological Function,5831,25,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P13667,P21399,P80723,Q969G3,Q99613,Q9UN86,P67809,Q07065,P62328,Q86UP2,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q9Y5S9,Q99879",0.0155,Heterocyclic compound binding,0.4223013086892989
GO Biological Function,289,6,"P16989,P21399,Q9UN86,P67809,P62888,Q9Y5S9",0.0163,mRNA binding,0.5937019805899016
GO Biological Function,5916,25,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P13667,P21399,P80723,Q969G3,Q99613,Q9UN86,P67809,Q07065,P62328,Q86UP2,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q9Y5S9,Q99879",0.0163,Organic cyclic compound binding,0.42118358675915835
GO Biological Function,635,8,"P24844,P05976,P67936,Q16181,P18621,P17096,P47914,P62888",0.018,Structural molecule activity,0.5261864227596228
GO Biological Function,334,6,"P60228,P31949,Q86UP2,P05556,Q16181,P47914",0.0246,Cadherin binding,0.5724119566392377
GO Biological Function,43,3,"P24844,P05976,P67936",0.0373,Structural constituent of muscle,0.8573157249875267
GO Biological Function,538,7,"P60228,P49023,P31949,Q86UP2,P05556,Q16181,P47914",0.0373,Cell adhesion molecule binding,0.5300566713581054
GO Biological Function,973,9,"Q02790,P49023,P24844,P67936,Q14203,P62328,Q86UP2,P05556,Q01995",0.0377,Cytoskeletal protein binding,0.4915414448495512
TISSUES,2645,28,"Q02790,Q15459,P60228,Q07954,P12955,P49023,P31949,P13667,P21399,P80723,Q99613,Q14203,P60903,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9",6.82e-13,Digestive gland,0.5061928113192975
TISSUES,5020,35,"Q02790,Q15459,P60228,P16989,Q07954,P12955,P49023,P31949,P24844,P13667,P05976,P21399,Q99613,P67936,Q9UN86,Q14203,P60903,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",6.82e-13,Viscus,0.4636450842599248
TISSUES,1882,24,"Q02790,Q15459,P60228,Q07954,P12955,P31949,P13667,P21399,Q99613,Q14203,P60903,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,P17096,P47914,P62888,Q01995,P09104,P05787",3.78e-12,Liver,0.5277771548864402
TISSUES,6036,34,"Q02790,Q15459,P60228,P16989,Q07954,P12955,P49023,P31949,P13667,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9",9.87e-10,Endocrine gland,0.44455464285999435
TISSUES,6602,35,"Q02790,Q15459,P60228,P16989,Q07954,P12955,P49023,P31949,P13667,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q7Z4V5",1.11e-09,Gland,0.4394110875130982
TISSUES,2593,24,"Q02790,Q15459,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P21399,Q99613,P67936,Q07065,Q86UP2,P05556,Q92841,Q16181,P18621,P17096,P47914,P62888,Q01995,P09104,P05787",2.12e-09,Internal female genital organ,0.4916762335710876
TISSUES,1436,19,"P60228,P16989,P31949,P13667,P80723,Q99613,Q14203,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,P18621,P17096,P47914,Q01995,P05787",2.44e-09,Respiratory system,0.532253733370171
TISSUES,6107,33,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P21399,Q969G3,Q99613,P67936,Q9UN86,Q14203,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9",7.71e-09,Reproductive system,0.4410172331755712
TISSUES,6716,34,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P21399,Q969G3,Q99613,P67936,Q9UN86,Q14203,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q7Z4V5",1.22e-08,Urogenital system,0.43557868911431424
TISSUES,5799,32,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P21399,Q969G3,Q99613,P67936,Q9UN86,Q14203,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9",1.29e-08,Female reproductive system,0.44279566717814806
TISSUES,2671,23,"Q15459,P60228,P16989,P49023,Q969G3,Q99613,P67936,Q14203,Q9NQP4,P67809,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P05787,Q9Y5S9",1.96e-08,Male reproductive system,0.48421258336220174
TISSUES,2505,22,"Q15459,P60228,P16989,P49023,Q969G3,Q99613,P67936,Q14203,P67809,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P05787,Q9Y5S9",4.24e-08,Male reproductive gland,0.48622562059257685
TISSUES,1162,16,"P60228,P16989,P31949,P13667,P80723,P67809,Q07065,P62328,Q86UP2,Q92841,Q16181,P18621,P17096,P47914,Q01995,P05787",6.09e-08,Lung,0.5371839446090046
TISSUES,2132,19,"Q02790,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,Q99613,P67936,Q07065,P05556,Q92841,Q14157,P17096,P62888,P09104,P05787,Q7Z4V5",9.84e-07,Embryonic structure,0.4877246403277789
TISSUES,1069,14,"Q07954,P12955,P31949,Q99613,P67936,P60903,P67809,P62328,P05556,Q92841,Q14157,P18621,P17096,P05787",1.73e-06,Skin,0.5309671336623659
TISSUES,1865,17,"P31949,P24844,Q99613,P67936,P67809,P62328,P05556,Q92841,Q16181,P18621,P17096,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879",5.35e-06,Alimentary canal,0.49006089896827
TISSUES,1675,16,"Q02790,Q15459,P60228,P16989,Q07954,P67936,Q14203,P62328,Q86UP2,P18621,P17096,P47914,P62888,Q01995,P09104,Q9Y5S9",7.85e-06,Blood,0.4949872562259143
TISSUES,1229,14,"Q02790,P16989,Q07954,P12955,P49023,P31949,P24844,Q99613,P67936,P05556,P17096,P62888,P09104,P05787",7.85e-06,Fetus,0.5144358213126373
TISSUES,2543,19,"Q02790,Q15459,P60228,P16989,Q07954,Q99613,P67936,Q14203,P62328,Q86UP2,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,Q9Y5S9",1.21e-05,Hematopoietic system,0.47017591733925235
TISSUES,1098,13,"P60228,P49023,Q969G3,Q14203,P67809,P62328,P05556,Q92841,Q16181,P17096,P62888,P09104,Q9Y5S9",1.51e-05,Blood cancer cell,0.5188997991408765
TISSUES,949,12,"P60228,P49023,Q969G3,P67809,P62328,P05556,Q92841,Q16181,P17096,P62888,P09104,Q9Y5S9",2.43e-05,Leukemia cell,0.526692136163886
TISSUES,1176,13,"Q02790,P16989,Q07954,P12955,P49023,P31949,P24844,Q99613,P67936,P05556,P17096,P62888,P05787",3e-05,Placenta,0.5110036692699202
TISSUES,2783,19,"Q15459,P60228,P16989,P49023,Q969G3,Q99613,P67936,Q14203,P67809,P62328,Q86UP2,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P05787",4.21e-05,Female reproductive gland,0.4616771855919636
TISSUES,12619,39,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P13667,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,Q9NQP4,P67809,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",4.3e-05,Whole body,0.39839133596209686
TISSUES,1970,15,"Q07954,P12955,P31949,Q99613,P67936,P60903,Q9NQP4,P67809,P62328,P05556,Q92841,Q14157,P18621,P17096,P05787",0.00029,Integument,0.4719885720306878
TISSUES,1020,11,"Q02790,Q15459,P12955,P24844,P21399,P05556,Q92841,Q16181,P17096,Q01995,P05787",0.00032,Uterus,0.5081990143321773
TISSUES,5462,25,"Q15459,P60228,Q7Z417,Q07954,P12955,P49023,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,P60903,P67809,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P18621,P17096,P47914,P09104,Q9Y5S9",0.00036,Brain,0.42742510037082593
TISSUES,1496,13,"Q02790,Q15459,P60228,Q99613,Q14203,P62328,Q86UP2,Q16181,Q14157,P18621,P17096,P47914,P62888",0.00036,Lymphoid tissue,0.4851122805483175
TISSUES,2229,15,"P16989,P49023,Q969G3,Q99613,P67936,Q14203,P62328,Q86UP2,Q16181,P18621,P17096,P47914,P62888,Q01995,P05787",0.001,Internal male genital organ,0.46033869058413446
TISSUES,446,7,"P62328,P18621,P17096,P47914,P62888,Q01995,P05787",0.0018,Prostate gland,0.5539216457629468
TISSUES,185,5,"P31949,P67936,P60903,Q14157,P05787",0.0022,Epidermal cell,0.6366819438128909
TISSUES,648,8,"Q02790,Q15459,P60228,Q14203,P62328,Q86UP2,P17096,P62888",0.0024,Lymphocyte,0.5237645846113115
TISSUES,99,4,"P31949,P67936,P60903,Q14157",0.0028,Keratinocyte,0.7152871118115386
TISSUES,1680,12,"Q99613,P67936,P67809,P62328,Q92841,P18621,P17096,Q01995,P09104,P05787,Q9Y5S9,Q99879",0.0043,Gastrointestinal tract,0.4658776168363551
TISSUES,933,9,"Q02790,Q15459,P60228,Q14203,P62328,Q86UP2,P17096,P62888,P09104",0.0043,Hematopoietic cell,0.49598146719209785
TISSUES,249,5,"P60228,P16989,Q92841,Q01995,P05787",0.0071,Colonic cancer cell,0.5885572680631196
TISSUES,252,5,"Q02790,Q99613,P62328,Q14157,P17096",0.0073,Thymus,0.586768195238283
TISSUES,61,3,"Q02790,Q9UN86,P67809",0.0114,Ovary cancer cell,0.7602421139778195
TISSUES,1121,9,"P60228,P16989,P13667,P05976,Q99613,P05556,P17096,Q01995,Q9Y5S9",0.0137,Muscular system,0.47713330353094424
TISSUES,165,4,"Q02790,P60228,P12955,P31949",0.014,Breast cancer cell,0.6179904064602586
TISSUES,478,6,"P60228,Q07954,P67809,Q86UP2,P05556,Q14157",0.0148,Bone marrow,0.5256837894493721
TISSUES,170,4,"Q02790,Q99613,P18621,P17096",0.015,Lymph,0.6131072073215343
TISSUES,74,3,"P60228,Q16181,P17096",0.0179,Shoot,0.7152871118115386
TISSUES,1756,11,"P16989,P49023,Q969G3,Q99613,P67936,Q14203,P62328,Q86UP2,Q16181,P18621,P17096",0.0208,Testis,0.45382777206232394
TISSUES,1203,9,"P60228,Q07954,P05976,P67809,Q86UP2,P05556,Q14157,Q01995,Q9Y5S9",0.0208,Skeletal system,0.4702598329397657
TISSUES,195,4,"Q02790,P49023,Q92841,P17096",0.0232,Pronephros,0.5916123286419329
TISSUES,985,8,"P60228,P16989,P13667,P05976,P05556,P17096,Q01995,Q9Y5S9",0.0242,Muscle,0.478265939029422
TISSUES,595,6,"Q02790,Q99613,P62328,Q14157,P17096,P62888",0.0399,Thorax,0.500702232538702
TISSUES,235,4,"P60228,Q14203,P62328,P62888",0.0428,Lymphoblast,0.5646680392388124
Uniprot Keywords,3341,30,"Q02790,Q15459,P60228,P16989,Q07954,P12955,P49023,P31949,P24844,P13667,P05976,Q99613,P67936,P60903,Q9NQP4,P67809,Q07065,P62328,P05556,Q92841,Q16181,Q14157,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879",9.76e-13,Acetylation,0.488523319306848
Uniprot Keywords,8057,37,"Q02790,Q15459,P60228,Q7Z417,P16989,Q07954,P12955,P49023,P31949,P24844,P05976,P21399,P80723,Q969G3,Q99613,P67936,Q9UN86,Q14203,Q9NQP4,P67809,Q9Y2D5,Q07065,P62328,Q86UP2,P05556,Q92841,Q16181,Q14157,P17096,P47914,P62888,Q01995,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",4.16e-09,Phosphoprotein,0.4276930315871545
Uniprot Keywords,1706,19,"Q02790,Q15459,Q7Z417,P80723,Q969G3,Q9UN86,P60903,P67809,Q9Y2D5,P62328,P05556,Q92841,P17096,P62888,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",3.88e-08,Isopeptide bond,0.5118807731792842
Uniprot Keywords,962,13,"Q02790,Q7Z417,P16989,P05976,Q969G3,Q9UN86,Q92841,Q14157,P17096,P47914,Q01995,P05787,Q99879",6.1e-06,Methylation,0.5348214390979555
Uniprot Keywords,2383,19,"Q02790,Q15459,Q7Z417,P80723,Q969G3,Q9UN86,Q14203,P60903,P67809,Q9Y2D5,P62328,P05556,P17096,P62888,P09104,P05787,Q9Y5S9,Q99879,Q7Z4V5",6.1e-06,Ubl conjugation,0.47649619385324515
Uniprot Keywords,62,4,"P24844,P05976,P67936,Q01995",0.0011,Muscle protein,0.8351563696385724
Uniprot Keywords,5028,22,"Q02790,P60228,Q7Z417,P16989,Q07954,P49023,P31949,P21399,Q99613,P67936,Q9UN86,Q14203,Q9NQP4,P67809,Q07065,P62328,Q92841,Q16181,Q01995,P09104,P05787,Q9Y5S9",0.0075,Cytoplasm,0.423879873785494
PMID,110,8,"Q07954,P49023,P31949,P13667,P60903,P05556,Q01995,P05787",0.00036,(2020) Biomarkers of tumor invasiveness in proteomics (Review).,0.8754014872921642
PMID,36,5,"P31949,P67936,P05556,P62888,Q01995",0.0397,(2022) Analysis of senescence-responsive stress fiber proteome reveals reorganization of stress fibers mediated by elongation factor eEF2 in HFF-1 cells.,1.1503088835979212
PMID,36,5,"P24844,P05976,P67936,Q16181,Q01995",0.0397,(2012) Quantification of protein isoforms in mesenchymal stem cells by reductive dimethylation of lysines in intact proteins.,1.1503088835979212
Reactome Pathways,108,5,"P60228,Q99613,P18621,P47914,P62888",0.0047,L13a-mediated translational silencing of Ceruloplasmin expression,0.7470734367789704
Reactome Pathways,99,5,"P60228,Q99613,P18621,P47914,P62888",0.0047,Formation of a pool of free 40S subunits,0.7685627134356309
Reactome Pathways,109,5,"P60228,Q99613,P18621,P47914,P62888",0.0047,GTP hydrolysis and joining of the 60S ribosomal subunit,0.7448663730489575
Reactome Pathways,4,2,"P49023,P05556",0.0219,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,2.5123102658354712
Reactome Pathways,38,3,"P49023,P24844,P67936",0.0247,Smooth Muscle Contraction,0.8976311361037356
Reactome Pathways,544,7,"Q02790,Q14203,P18621,P17096,P47914,P62888,Q99879",0.0253,Cellular responses to stress,0.52870932273248
Reactome Pathways,113,4,"P18621,P47914,P62888,Q9Y5S9",0.0253,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),0.6873112703351183
NetworkNeighborAL,131,5,"P60228,Q99613,P18621,P47914,P62888",0.0367,"Formation of a pool of free 40S subunits, and Elongation factor",0.7033813307400103
NetworkNeighborAL,68,4,"P24844,P05976,P67936,Q01995",0.0367,"Muscle protein, and sarcomere organization",0.808479919887381
